DemandaID,Titulo,Squad,Area,StatusNome,PrioridadeNome,Nivel,SLA_Dias,CategoriaNome,Responsavel,DataAbertura,DataPrazo,DataFechamento
332,Integração com sistema legado #0332,Squad Integrações,Tecnologia e Infraestrutura,Cancelado,Média,3,20,Manutenção,Renata Barbosa,2024-08-27,2024-09-15,2024-09-15
333,Implementar novo gateway #0333,Squad Pagamentos,Produtos Financeiros,Cancelado,Alta,2,10,Melhoria,Bruno Costa,2024-05-03,2024-05-16,2024-05-08
334,Análise de score de crédito #0334,Squad Crédito,Produtos Financeiros,Concluído,Alta,2,10,Desenvolvimento,Felipe Santos,2024-11-07,2024-11-15,2024-11-18
335,Versionamento de contratos de API #0335,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Manutenção,Paulo Martins,2024-11-02,2024-12-04,2024-11-28
336,Implementação de MFA #0336,Squad Segurança,Tecnologia e Infraestrutura,Em Andamento,Média,3,20,Desenvolvimento,Karina Souza,2024-04-14,2024-05-04,
337,Redesign do app mobile #0337,Squad Experiência,Experiência do Cliente,Concluído,Baixa,4,30,Desenvolvimento,Ulisses Faria,2025-01-16,2025-02-14,2025-02-12
338,Implementação de Pix agendado #0338,Squad Pagamentos,Produtos Financeiros,Bloqueado,Crítica,1,5,Infraestrutura,Bruno Costa,2024-05-11,2024-05-15,
339,Monitoramento de integrações #0339,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Infraestrutura,Paulo Martins,2024-06-21,2024-07-05,2024-06-22
340,Catálogo de dados do domínio #0340,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Desenvolvimento,Marina Oliveira,2024-10-08,2024-10-20,2024-10-18
341,Implementação de data quality #0341,Squad Dados,Data & Analytics,Aberto,Média,3,20,Melhoria,Olivia Castro,2025-05-05,2025-05-23,
342,Implementar novo gateway #0342,Squad Pagamentos,Produtos Financeiros,Cancelado,Alta,2,10,Infraestrutura,Carla Mendes,2024-09-12,2024-09-20,2024-09-26
343,Dashboard de KPIs executivos #0343,Squad Dados,Data & Analytics,Concluído,Média,3,20,Infraestrutura,Olivia Castro,2024-11-25,2024-12-19,2024-12-15
344,Atualização do fluxo de liquidação #0344,Squad Pagamentos,Produtos Financeiros,Cancelado,Baixa,4,30,Desenvolvimento,Bruno Costa,2025-01-01,2025-02-01,2025-01-23
345,Atualização de política de concessão #0345,Squad Crédito,Produtos Financeiros,Concluído,Baixa,4,30,Infraestrutura,Diego Rocha,2024-08-12,2024-09-15,2024-09-29
346,Revisão de regras de aprovação #0346,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Bug,Carla Mendes,2025-01-02,2025-01-20,2025-01-07
347,Otimização de custos de cloud #0347,Squad Infraestrutura,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Bug,Xenia Campos,2024-11-12,2024-12-12,2024-11-20
348,Análise de score de crédito #0348,Squad Crédito,Produtos Financeiros,Concluído,Média,3,20,Desenvolvimento,Felipe Santos,2024-07-25,2024-08-14,2024-08-05
349,Revisão de regras de aprovação #0349,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Infraestrutura,Ana Silva,2025-01-08,2025-01-27,2025-02-03
350,Otimização de conciliação bancária #0350,Squad Pagamentos,Produtos Financeiros,Concluído,Alta,2,10,Desenvolvimento,Ana Silva,2025-03-23,2025-04-07,2025-04-01
351,Melhoria de acessibilidade #0351,Squad Experiência,Experiência do Cliente,Concluído,Média,3,20,Manutenção,Vera Lopes,2024-06-28,2024-07-22,2024-07-03
352,API Gateway para parceiros #0352,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Infraestrutura,Renata Barbosa,2024-02-03,2024-03-04,2024-03-14
353,Pipeline de dados de transações #0353,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Melhoria,Nelson Gomes,2024-03-20,2024-03-31,2024-03-31
354,Melhoria de acessibilidade #0354,Squad Experiência,Experiência do Cliente,Em Andamento,Média,3,20,Bug,Ulisses Faria,2025-04-02,2025-04-20,
355,Monitoramento de integrações #0355,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Bug,Sergio Dias,2024-01-02,2024-01-20,2024-01-23
356,Implementação de MFA #0356,Squad Segurança,Tecnologia e Infraestrutura,Em Andamento,Média,3,20,Melhoria,João Cardoso,2025-05-05,2025-05-26,
357,Documentação de APIs internas #0357,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Crítica,1,5,Desenvolvimento,Renata Barbosa,2024-04-17,2024-04-21,2024-04-24
358,Implementar novo gateway #0358,Squad Pagamentos,Produtos Financeiros,Concluído,Baixa,4,30,Compliance,Bruno Costa,2025-05-09,2025-06-06,2025-05-29
359,Integração de API de Pagamentos #0359,Squad Pagamentos,Produtos Financeiros,Concluído,Alta,2,10,Desenvolvimento,Ana Silva,2025-02-23,2025-03-07,2025-02-25
360,Validação de documentos KYC #0360,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Melhoria,Gabriela Lima,2025-01-04,2025-01-22,2025-01-20
361,Implementar novo gateway #0361,Squad Pagamentos,Produtos Financeiros,Em Andamento,Alta,2,10,Melhoria,Ana Silva,2025-04-29,2025-05-08,
362,Atualização de certificados SSL #0362,Squad Segurança,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Desenvolvimento,Lucas Pereira,2025-01-31,2025-03-02,2025-02-06
363,Otimização de conciliação bancária #0363,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Desenvolvimento,Bruno Costa,2024-03-04,2024-03-24,2024-03-07
364,Melhoria no fluxo de boas-vindas #0364,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Compliance,Isabela Nunes,2024-08-20,2024-09-07,2024-09-14
365,Automação de relatório executivo #0365,Squad Dados,Data & Analytics,Aberto,Baixa,4,30,Melhoria,Marina Oliveira,2025-05-02,2025-06-03,
366,API Gateway para parceiros #0366,Squad Integrações,Tecnologia e Infraestrutura,Cancelado,Média,3,20,Infraestrutura,Sergio Dias,2024-05-30,2024-06-18,2024-06-05
367,Atualização de middleware #0367,Squad Integrações,Tecnologia e Infraestrutura,Cancelado,Alta,2,10,Manutenção,Sergio Dias,2025-03-21,2025-04-01,2025-03-31
368,Redução de abandono no cadastro #0368,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Bug,Gabriela Lima,2025-02-01,2025-02-25,2025-03-06
369,Redesign do app mobile #0369,Squad Experiência,Experiência do Cliente,Concluído,Crítica,1,5,Bug,Vera Lopes,2025-03-05,2025-03-09,2025-03-06
370,Catálogo de dados do domínio #0370,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Desenvolvimento,Olivia Castro,2024-12-18,2025-01-01,2024-12-28
371,Revisão de acessos privilegiados #0371,Squad Segurança,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Manutenção,Lucas Pereira,2025-02-15,2025-02-23,2025-03-07
372,Implementação de Pix agendado #0372,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Desenvolvimento,Bruno Costa,2024-01-21,2024-02-13,2024-01-30
373,Auditoria de logs de segurança #0373,Squad Segurança,Tecnologia e Infraestrutura,Cancelado,Média,3,20,Desenvolvimento,João Cardoso,2024-05-17,2024-06-08,2024-05-28
374,Atualização de middleware #0374,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Desenvolvimento,Renata Barbosa,2024-08-04,2024-08-28,2024-09-11
375,Redução de fricção no checkout #0375,Squad Experiência,Experiência do Cliente,Aberto,Média,3,20,Desenvolvimento,Ulisses Faria,2025-06-02,2025-06-26,
376,Pipeline de dados de transações #0376,Squad Dados,Data & Analytics,Aberto,Média,3,20,Desenvolvimento,Marina Oliveira,2024-02-29,2024-03-21,
377,Redesign do app mobile #0377,Squad Experiência,Experiência do Cliente,Em Andamento,Média,3,20,Desenvolvimento,Ulisses Faria,2025-06-01,2025-06-25,
378,Automação de relatório executivo #0378,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Melhoria,Nelson Gomes,2024-06-30,2024-07-15,2024-07-03
379,Redução de fricção no checkout #0379,Squad Experiência,Experiência do Cliente,Aberto,Média,3,20,Bug,Ulisses Faria,2024-01-29,2024-02-22,
380,Automação de relatório executivo #0380,Squad Dados,Data & Analytics,Concluído,Baixa,4,30,Infraestrutura,Olivia Castro,2024-08-18,2024-09-18,2024-08-19
381,Documentação de APIs internas #0381,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Desenvolvimento,Paulo Martins,2024-06-26,2024-07-14,2024-07-06
382,Otimização de custos de cloud #0382,Squad Infraestrutura,Tecnologia e Infraestrutura,Concluído,Média,3,20,Manutenção,Xenia Campos,2024-12-23,2025-01-17,2025-01-14
383,Otimização de performance UX #0383,Squad Experiência,Experiência do Cliente,Concluído,Média,3,20,Desenvolvimento,Vera Lopes,2025-01-18,2025-02-09,2025-01-21
384,Implementação de IaC #0384,Squad Infraestrutura,Tecnologia e Infraestrutura,Em Andamento,Média,3,20,Infraestrutura,Xenia Campos,2024-11-01,2024-11-22,
385,Integração com bureau de crédito #0385,Squad Crédito,Produtos Financeiros,Concluído,Crítica,1,5,Infraestrutura,Felipe Santos,2025-02-17,2025-02-25,2025-03-08
386,Otimização de custos de cloud #0386,Squad Infraestrutura,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Manutenção,Xenia Campos,2024-02-06,2024-02-17,2024-02-17
387,Catálogo de dados do domínio #0387,Squad Dados,Data & Analytics,Concluído,Média,3,20,Infraestrutura,Nelson Gomes,2025-06-03,2025-06-25,2025-06-30
388,Otimização de conciliação bancária #0388,Squad Pagamentos,Produtos Financeiros,Concluído,Crítica,1,5,Desenvolvimento,Bruno Costa,2024-07-06,2024-07-14,2024-07-10
389,Redução de fricção no checkout #0389,Squad Experiência,Experiência do Cliente,Concluído,Média,3,20,Infraestrutura,Ulisses Faria,2024-09-23,2024-10-15,2024-09-25
390,Implementação de data quality #0390,Squad Dados,Data & Analytics,Bloqueado,Média,3,20,Melhoria,Nelson Gomes,2024-07-18,2024-08-06,
391,Implementação de data quality #0391,Squad Dados,Data & Analytics,Concluído,Média,3,20,Infraestrutura,Marina Oliveira,2024-05-20,2024-06-10,2024-06-25
392,Integração de API de Pagamentos #0392,Squad Pagamentos,Produtos Financeiros,Concluído,Baixa,4,30,Desenvolvimento,Ana Silva,2025-05-14,2025-06-16,2025-05-18
393,Análise de vulnerabilidades #0393,Squad Segurança,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Bug,Lucas Pereira,2024-06-11,2024-06-26,2024-06-29
394,Validação de documentos KYC #0394,Squad Onboarding,Experiência do Cliente,Aberto,Média,3,20,Manutenção,Henrique Alves,2025-01-27,2025-02-14,
395,API Gateway para parceiros #0395,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Infraestrutura,Sergio Dias,2024-07-14,2024-08-11,2024-07-22
396,Versionamento de contratos de API #0396,Squad Integrações,Tecnologia e Infraestrutura,Em Andamento,Alta,2,10,Desenvolvimento,Renata Barbosa,2025-05-30,2025-06-11,
397,Atualização do fluxo de liquidação #0397,Squad Pagamentos,Produtos Financeiros,Bloqueado,Baixa,4,30,Melhoria,Carla Mendes,2024-12-11,2025-01-14,
398,Validação de documentos KYC #0398,Squad Onboarding,Experiência do Cliente,Aberto,Baixa,4,30,Manutenção,Gabriela Lima,2024-06-17,2024-07-21,
399,Documentação de APIs internas #0399,Squad Integrações,Tecnologia e Infraestrutura,Aberto,Alta,2,10,Bug,Sergio Dias,2025-05-31,2025-06-10,
400,Pipeline de dados de transações #0400,Squad Dados,Data & Analytics,Concluído,Crítica,1,5,Infraestrutura,Nelson Gomes,2024-02-19,2024-02-22,2024-02-20
401,Documentação de APIs internas #0401,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Manutenção,Sergio Dias,2024-09-15,2024-10-10,2024-10-07
402,Otimização de conciliação bancária #0402,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Desenvolvimento,Carla Mendes,2024-10-03,2024-10-23,2024-11-01
403,Governança de dados mestres #0403,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Bug,Nelson Gomes,2024-07-22,2024-08-02,2024-08-06
404,Integração com sistema legado #0404,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Desenvolvimento,Renata Barbosa,2024-07-31,2024-08-15,2024-08-11
405,Design system atualizado #0405,Squad Experiência,Experiência do Cliente,Concluído,Baixa,4,30,Bug,Tatiana Ramos,2024-04-02,2024-05-01,2024-04-11
406,Revisão de limites automáticos #0406,Squad Crédito,Produtos Financeiros,Concluído,Baixa,4,30,Desenvolvimento,Elena Ferreira,2024-02-21,2024-03-21,2024-04-04
407,Validação de documentos KYC #0407,Squad Onboarding,Experiência do Cliente,Aberto,Média,3,20,Manutenção,Gabriela Lima,2024-04-07,2024-04-25,
408,Implementação de data quality #0408,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Manutenção,Nelson Gomes,2024-10-01,2024-10-10,2024-10-03
409,Validação de documentos KYC #0409,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Bug,Isabela Nunes,2025-05-04,2025-05-28,2025-05-30
410,Monitoramento de integrações #0410,Squad Integrações,Tecnologia e Infraestrutura,Bloqueado,Crítica,1,5,Infraestrutura,Paulo Martins,2024-04-16,2024-04-25,
411,Versionamento de contratos de API #0411,Squad Integrações,Tecnologia e Infraestrutura,Bloqueado,Média,3,20,Desenvolvimento,Renata Barbosa,2025-01-02,2025-01-20,
412,Integração com sistema legado #0412,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Melhoria,Renata Barbosa,2024-04-25,2024-05-29,2024-05-16
413,Integração com sistema legado #0413,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Bug,Sergio Dias,2024-08-17,2024-09-09,2024-09-06
414,Jornada de cadastro digital #0414,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Melhoria,Isabela Nunes,2025-01-29,2025-02-18,2025-02-18
415,Implementar novo gateway #0415,Squad Pagamentos,Produtos Financeiros,Aberto,Baixa,4,30,Melhoria,Bruno Costa,2025-05-22,2025-06-21,
416,Redução de abandono no cadastro #0416,Squad Onboarding,Experiência do Cliente,Concluído,Alta,2,10,Desenvolvimento,Isabela Nunes,2024-08-16,2024-08-30,2024-08-24
417,Integração com sistema legado #0417,Squad Integrações,Tecnologia e Infraestrutura,Cancelado,Média,3,20,Infraestrutura,Renata Barbosa,2024-11-19,2024-12-08,2024-12-09
418,Otimização do onboarding mobile #0418,Squad Onboarding,Experiência do Cliente,Concluído,Crítica,1,5,Melhoria,Gabriela Lima,2024-11-07,2024-11-13,2024-11-10
419,Redesign do app mobile #0419,Squad Experiência,Experiência do Cliente,Concluído,Baixa,4,30,Bug,Ulisses Faria,2025-04-29,2025-06-01,2025-05-14
420,Validação de documentos KYC #0420,Squad Onboarding,Experiência do Cliente,Aberto,Baixa,4,30,Compliance,Henrique Alves,2025-01-17,2025-02-15,
